"title","abstract","authors","year","venue","article_url","pdf_url","source_used","paper_id","platform","topic","doi","url","llm_flag","ol_flag","decision_stage1","reason","source_file"
"A Knowledge Graph and a Tripartite Evaluation Framework Make Retrieval-Augmented Generation Scalable and Transparent","Large Language Models (LLMs) have significantly enhanced conversational Artificial Intelligence(AI) chatbots; however, domain-specific accuracy and the avoidance of factual inconsistencies remain pressing challenges, particularly for large datasets. Designing an effective chatbot with appropriate methods and evaluating its effectiveness is among the challenges in this domain. This study presents a Retrieval Augmented Generation (RAG) chatbot that harnesses a knowledge graph and vector search retrieval to deliver precise, context-rich responses in an exemplary use case from over high-volume engineering project-related emails, thereby minimising the need for document chunking. A central innovation of this work is the introduction of RAG Evaluation (RAG-Eval), a novel chain-of-thought LLM-based tripartite evaluation framework specifically developed to assess RAG applications. This framework operates in parallel with the chatbot, jointly assessing the user's query, the retrieved document, and the generated response, enabling a holistic evaluation across multiple quality metrics like query relevance, factual accuracy, coverage, coherence and fluency. The resulting scoring system is provided directly to users as a confidence score (1 to 100%), enabling quick identification of possible misaligned or incomplete answers. This proposed approach promotes transparency and rapid verification by incorporating metadata email IDs, timestamps into responses. Experimental comparisons against BERTScore and G-EVAL for summarisation evaluation tasks confirm its effectiveness, and empirical analysis also shows RAG-Eval reliably detects factual gaps and query mismatches, thereby fostering trust in high demand, data centric environments. These findings highlight a scalable path for developing accurate, user-verifiable chatbots that bridge the gap between high-level conversational fluency and factual accuracy.","Olalekan K. Akindele; Bhupesh Kumar Mishra; Kenneth Y. Wertheim","2025","arXiv","https://arxiv.org/abs/2509.19209","http://arxiv.org/pdf/2509.19209v1","arxiv:id","http://arxiv.org/abs/2509.19209v1","arXiv","OL","","http://arxiv.org/abs/2509.19209v1","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"RELATE: Relation Extraction in Biomedical Abstracts with LLMs and Ontology Constraints","Biomedical knowledge graphs (KGs) are vital for drug discovery and clinical decision support but remain incomplete. Large language models (LLMs) excel at extracting biomedical relations, yet their outputs lack standardization and alignment with ontologies, limiting KG integration. We introduce RELATE, a three-stage pipeline that maps LLM-extracted relations to standardized ontology predicates using ChemProt and the Biolink Model. The pipeline includes: (1) ontology preprocessing with predicate embeddings, (2) similarity-based retrieval enhanced with SapBERT, and (3) LLM-based reranking with explicit negation handling. This approach transforms relation extraction from free-text outputs to structured, ontology-constrained representations. On the ChemProt benchmark, RELATE achieves 52% exact match and 94% accuracy@10, and in 2,400 HEAL Project abstracts, it effectively rejects irrelevant associations (0.4%) and identifies negated assertions. RELATE captures nuanced biomedical relationships while ensuring quality for KG augmentation. By combining vector search with contextual LLM reasoning, RELATE provides a scalable, semantically accurate framework for converting unstructured biomedical literature into standardized KGs.","Olawumi Olasunkanmi; Mathew Satursky; Hong Yi; Chris Bizon; Harlin Lee; Stanley Ahalt","2025","arXiv","https://arxiv.org/abs/2509.19057","http://arxiv.org/pdf/2509.19057v1","arxiv:id","http://arxiv.org/abs/2509.19057v1","arXiv","OL","","http://arxiv.org/abs/2509.19057v1","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"Brittleness and Promise: Knowledge Graph Based Reward Modeling for Diagnostic Reasoning","Large language models (LLMs) show promise for diagnostic reasoning but often lack reliable, knowledge grounded inference. Knowledge graphs (KGs), such as the Unified Medical Language System (UMLS), offer structured biomedical knowledge that can support trustworthy reasoning. Prior approaches typically integrate KGs via retrieval augmented generation or fine tuning, inserting KG content into prompts rather than enabling structured reasoning. We explore an alternative paradigm: treating the LLM as a reward model of KG reasoning paths, where the model learns to judge whether a candidate path leads to correct diagnosis for a given patient input. This approach is inspired by recent work that leverages reward training to enhance model reasoning abilities, and grounded in computational theory, which suggests that verifying a solution is often easier than generating one from scratch. It also parallels physicians' diagnostic assessment, where they judge which sequences of findings and intermediate conditions most plausibly support a diagnosis. We first systematically evaluate five task formulation for knowledge path judging and eight training paradigm. Second, we test whether the path judging abilities generalize to downstream diagnostic tasks, including diagnosis summarization and medical question answering. Experiments with three open source instruct-tuned LLMs reveal both promise and brittleness: while specific reward optimization and distillation lead to strong path-judging performance, the transferability to downstream tasks remain weak. Our finding provides the first systematic assessment of ""reward model style"" reasoning over clinical KGs, offering insights into how structured, reward-based supervision influences diagnostic reasoning in GenAI systems for healthcare.","Saksham Khatwani; He Cheng; Majid Afshar; Dmitriy Dligach; Yanjun Gao","2025","arXiv","https://arxiv.org/abs/2509.18316","http://arxiv.org/pdf/2509.18316v1","arxiv:id","http://arxiv.org/abs/2509.18316v1","arXiv","OL","","http://arxiv.org/abs/2509.18316v1","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"ARK-V1: An LLM-Agent for Knowledge Graph Question Answering Requiring Commonsense Reasoning","Large Language Models (LLMs) show strong reasoning abilities but rely on internalized knowledge that is often insufficient, outdated, or incorrect when trying to answer a question that requires specific domain knowledge. Knowledge Graphs (KGs) provide structured external knowledge, yet their complexity and multi-hop reasoning requirements make integration challenging. We present ARK-V1, a simple KG-agent that iteratively explores graphs to answer natural language queries. We evaluate several not fine-tuned state-of-the art LLMs as backbones for ARK-V1 on the CoLoTa dataset, which requires both KG-based and commonsense reasoning over long-tail entities. ARK-V1 achieves substantially higher conditional accuracies than Chain-of-Thought baselines, and larger backbone models show a clear trend toward better coverage, correctness, and stability.","Jan-Felix Klein; Lars Ohnemus","2025","arXiv","https://arxiv.org/abs/2509.18063","http://arxiv.org/pdf/2509.18063v1","arxiv:id","http://arxiv.org/abs/2509.18063v1","arXiv","OL","","http://arxiv.org/abs/2509.18063v1","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"A Knowledge Graph-based Retrieval-Augmented Generation Framework for Algorithm Selection in the Facility Layout Problem","Selecting a solution algorithm for the Facility Layout Problem (FLP), an NP-hard optimization problem with a multiobjective trade-off, is a complex task that requires deep expert knowledge. The performance of a given algorithm depends on specific problem characteristics such as its scale, objectives, and constraints. This creates a need for a data-driven recommendation method to guide algorithm selection in automated design systems. This paper introduces a new recommendation method to make such expertise accessible, based on a Knowledge Graph-based Retrieval-Augmented Generation (KG RAG) framework. To address this, a domain-specific knowledge graph is constructed from published literature. The method then employs a multi-faceted retrieval mechanism to gather relevant evidence from this knowledge graph using three distinct approaches, which include a precise graph-based search, flexible vector-based search, and high-level cluster-based search. The retrieved evidence is utilized by a Large Language Model (LLM) to generate algorithm recommendations with data-driven reasoning. The proposed KG-RAG method is compared against a commercial LLM chatbot with access to the knowledge base as a table, across a series of diverse, real-world FLP test cases. Based on recommendation accuracy and reasoning capability, the proposed method performed significantly better than the commercial LLM chatbot.","Nikhil N S; Amol Dilip Joshi; Bilal Muhammed; Soban Babu","2025","arXiv","https://arxiv.org/abs/2509.18054","http://arxiv.org/pdf/2509.18054v1","arxiv:id","http://arxiv.org/abs/2509.18054v1","arXiv","OL","","http://arxiv.org/abs/2509.18054v1","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"From ""What to Eat?"" to Perfect Recipe: ChefMind's Chain-of-Exploration for Ambiguous User Intent in Recipe Recommendation","Personalized recipe recommendation faces challenges in handling fuzzy user intent, ensuring semantic accuracy, and providing sufficient detail coverage. We propose ChefMind, a hybrid architecture combining Chain of Exploration (CoE), Knowledge Graph (KG), Retrieval-Augmented Generation (RAG), and a Large Language Model (LLM). CoE refines ambiguous queries into structured conditions, KG offers semantic reasoning and interpretability, RAG supplements contextual culinary details, and LLM integrates outputs into coherent recommendations. We evaluate ChefMind on the Xiachufang dataset and manually annotated queries, comparing it with LLM-only, KG-only, and RAG-only baselines. Results show that ChefMind achieves superior performance in accuracy, relevance, completeness, and clarity, with an average score of 8.7 versus 6.4-6.7 for ablation models. Moreover, it reduces unprocessed queries to 1.6%, demonstrating robustness in handling fuzzy demands.","Yu Fu; Linyue Cai; Ruoyu Wu; Yong Zhao","2025","arXiv","https://arxiv.org/abs/2509.18226","http://arxiv.org/pdf/2509.18226v1","arxiv:id","http://arxiv.org/abs/2509.18226v1","arXiv","OL","","http://arxiv.org/abs/2509.18226v1","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"Multimodal Health Risk Prediction System for Chronic Diseases via Vision-Language Fusion and Large Language Models","With the rising global burden of chronic diseases and the multimodal and heterogeneous clinical data (medical imaging, free-text recordings, wearable sensor streams, etc.), there is an urgent need for a unified multimodal AI framework that can proactively predict individual health risks. We propose VL-RiskFormer, a hierarchical stacked visual-language multimodal Transformer with a large language model (LLM) inference head embedded in its top layer. The system builds on the dual-stream architecture of existing visual-linguistic models (e.g., PaLM-E, LLaVA) with four key innovations: (i) pre-training with cross-modal comparison and fine-grained alignment of radiological images, fundus maps, and wearable device photos with corresponding clinical narratives using momentum update encoders and debiased InfoNCE losses; (ii) a time fusion block that integrates irregular visit sequences into the causal Transformer decoder through adaptive time interval position coding; (iii) a disease ontology map adapter that injects ICD-10 codes into visual and textual channels in layers and infers comorbid patterns with the help of a graph attention mechanism. On the MIMIC-IV longitudinal cohort, VL-RiskFormer achieved an average AUROC of 0.90 with an expected calibration error of 2.7 percent.","Dingxin Lu; Shurui Wu; Xinyi Huang","2025","arXiv","https://arxiv.org/abs/2509.18221","http://arxiv.org/pdf/2509.18221v1","arxiv:id","http://arxiv.org/abs/2509.18221v1","arXiv","OL","","http://arxiv.org/abs/2509.18221v1","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"Comparing RAG and GraphRAG for Page-Level Retrieval Question Answering on Math Textbook","Technology-enhanced learning environments often help students retrieve relevant learning content for questions arising during self-paced study. Large language models (LLMs) have emerged as novel aids for information retrieval during learning. While LLMs are effective for general-purpose question-answering, they typically lack alignment with the domain knowledge of specific course materials such as textbooks and slides. We investigate Retrieval-Augmented Generation (RAG) and GraphRAG, a knowledge graph-enhanced RAG approach, for page-level question answering in an undergraduate mathematics textbook. While RAG has been effective for retrieving discrete, contextually relevant passages, GraphRAG may excel in modeling interconnected concepts and hierarchical knowledge structures. We curate a dataset of 477 question-answer pairs, each tied to a distinct textbook page. We then compare the standard embedding-based RAG methods to GraphRAG for evaluating both retrieval accuracy-whether the correct page is retrieved-and generated answer quality via F1 scores. Our findings show that embedding-based RAG achieves higher retrieval accuracy and better F1 scores compared to GraphRAG, which tends to retrieve excessive and sometimes irrelevant content due to its entity-based structure. We also explored re-ranking the retrieved pages with LLM and observed mixed results, including performance drop and hallucinations when dealing with larger context windows. Overall, this study highlights both the promises and challenges of page-level retrieval systems in educational contexts, emphasizing the need for more refined retrieval methods to build reliable AI tutoring solutions in providing reference page numbers.","Eason Chen; Chuangji Li; Shizhuo Li; Zimo Xiao; Jionghao Lin; Kenneth R. Koedinger","2025","arXiv","https://arxiv.org/abs/2509.16780","http://arxiv.org/pdf/2509.16780v2","arxiv:id","http://arxiv.org/abs/2509.16780v2","arXiv","OL","","http://arxiv.org/abs/2509.16780v2","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"GRIL: Knowledge Graph Retrieval-Integrated Learning with Large Language Models","Retrieval-Augmented Generation (RAG) has significantly mitigated the hallucinations of Large Language Models (LLMs) by grounding the generation with external knowledge. Recent extensions of RAG to graph-based retrieval offer a promising direction, leveraging the structural knowledge for multi-hop reasoning. However, existing graph RAG typically decouples retrieval and reasoning processes, which prevents the retriever from adapting to the reasoning needs of the LLM. They also struggle with scalability when performing multi-hop expansion over large-scale graphs, or depend heavily on annotated ground-truth entities, which are often unavailable in open-domain settings. To address these challenges, we propose a novel graph retriever trained end-to-end with LLM, which features an attention-based growing and pruning mechanism, adaptively navigating multi-hop relevant entities while filtering out noise. Within the extracted subgraph, structural knowledge and semantic features are encoded via soft tokens and the verbalized graph, respectively, which are infused into the LLM together, thereby enhancing its reasoning capability and facilitating interactive joint training of the graph retriever and the LLM reasoner. Experimental results across three QA benchmarks show that our approach consistently achieves state-of-the-art performance, validating the strength of joint graph-LLM optimization for complex reasoning tasks. Notably, our framework eliminates the need for predefined ground-truth entities by directly optimizing the retriever using LLM logits as implicit feedback, making it especially effective in open-domain settings.","Jialin Chen; Houyu Zhang; Seongjun Yun; Alejandro Mottini; Rex Ying; Xiang Song; Vassilis N. Ioannidis; Zheng Li; Qingjun Cui","2025","arXiv","https://arxiv.org/abs/2509.16502","http://arxiv.org/pdf/2509.16502v1","arxiv:id","http://arxiv.org/abs/2509.16502v1","arXiv","OL","","http://arxiv.org/abs/2509.16502v1","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"Generalizability of Large Language Model-Based Agents: A Comprehensive Survey","Large Language Model (LLM)-based agents have emerged as a new paradigm that extends LLMs' capabilities beyond text generation to dynamic interaction with external environments. By integrating reasoning with perception, memory, and tool use, agents are increasingly deployed in diverse domains like web navigation and household robotics. A critical challenge, however, lies in ensuring agent generalizability - the ability to maintain consistent performance across varied instructions, tasks, environments, and domains, especially those beyond agents' fine-tuning data. Despite growing interest, the concept of generalizability in LLM-based agents remains underdefined, and systematic approaches to measure and improve it are lacking. In this survey, we provide the first comprehensive review of generalizability in LLM-based agents. We begin by emphasizing agent generalizability's importance by appealing to stakeholders and clarifying the boundaries of agent generalizability by situating it within a hierarchical domain-task ontology. We then review datasets, evaluation dimensions, and metrics, highlighting their limitations. Next, we categorize methods for improving generalizability into three groups: methods for the backbone LLM, for agent components, and for their interactions. Moreover, we introduce the distinction between generalizable frameworks and generalizable agents and outline how generalizable frameworks can be translated into agent-level generalizability. Finally, we identify critical challenges and future directions, including developing standardized frameworks, variance- and cost-based metrics, and approaches that integrate methodological innovations with architecture-level designs. By synthesizing progress and highlighting opportunities, this survey aims to establish a foundation for principled research on building LLM-based agents that generalize reliably across diverse applications.","Minxing Zhang; Yi Yang; Roy Xie; Bhuwan Dhingra; Shuyan Zhou; Jian Pei","2025","arXiv","https://arxiv.org/abs/2509.16330","http://arxiv.org/pdf/2509.16330v1","arxiv:id","http://arxiv.org/abs/2509.16330v1","arXiv","OL","","http://arxiv.org/abs/2509.16330v1","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"How Large Language Models are Designed to Hallucinate","Large language models (LLMs) achieve remarkable fluency across linguistic and reasoning tasks but remain systematically prone to hallucination. Prevailing accounts attribute hallucinations to data gaps, limited context, or optimization errors. We argue instead that hallucination is a structural outcome of the transformer architecture. As coherence engines, transformers are compelled to produce fluent continuations, with self-attention simulating the relational structure of meaning but lacking the existential grounding of temporality, mood, and care that stabilizes human understanding. On this basis, we distinguish ontological hallucination, arising when continuations require disclosure of beings in world, and residual reasoning hallucination, where models mimic inference by recycling traces of human reasoning in text. We illustrate these patterns through case studies aligned with Heideggerian categories and an experiment across twelve LLMs showing how simulated ""self-preservation"" emerges under extended prompts. Our contribution is threefold: (1) a comparative account showing why existing explanations are insufficient; (2) a predictive taxonomy of hallucination linked to existential structures with proposed benchmarks; and (3) design directions toward ""truth-constrained"" architectures capable of withholding or deferring when disclosure is absent. We conclude that hallucination is not an incidental defect but a defining limit of transformer-based models, an outcome scaffolding can mask but never resolve.","Richard Ackermann; Simeon Emanuilov","2025","arXiv","https://arxiv.org/abs/2509.16297","http://arxiv.org/pdf/2509.16297v1","arxiv:id","http://arxiv.org/abs/2509.16297v1","arXiv","OL","","http://arxiv.org/abs/2509.16297v1","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"EyePCR: A Comprehensive Benchmark for Fine-Grained Perception, Knowledge Comprehension and Clinical Reasoning in Ophthalmic Surgery","MLLMs (Multimodal Large Language Models) have showcased remarkable capabilities, but their performance in high-stakes, domain-specific scenarios like surgical settings, remains largely under-explored. To address this gap, we develop \\textbf{EyePCR}, a large-scale benchmark for ophthalmic surgery analysis, grounded in structured clinical knowledge to evaluate cognition across \\textit{Perception}, \\textit{Comprehension} and \\textit{Reasoning}. EyePCR offers a richly annotated corpus with more than 210k VQAs, which cover 1048 fine-grained attributes for multi-view perception, medical knowledge graph of more than 25k triplets for comprehension, and four clinically grounded reasoning tasks. The rich annotations facilitate in-depth cognitive analysis, simulating how surgeons perceive visual cues and combine them with domain knowledge to make decisions, thus greatly improving models' cognitive ability. In particular, \\textbf{EyePCR-MLLM}, a domain-adapted variant of Qwen2.5-VL-7B, achieves the highest accuracy on MCQs for \\textit{Perception} among compared models and outperforms open-source models in \\textit{Comprehension} and \\textit{Reasoning}, rivalling commercial models like GPT-4.1. EyePCR reveals the limitations of existing MLLMs in surgical cognition and lays the foundation for benchmarking and enhancing clinical reliability of surgical video understanding models.","Gui Wang; Yang Wennuo; Xusen Ma; Zehao Zhong; Zhuoru Wu; Ende Wu; Rong Qu; Wooi Ping Cheah; Jianfeng Ren; Linlin Shen","2025","arXiv","https://arxiv.org/abs/2509.15596","http://arxiv.org/pdf/2509.15596v2","arxiv:id","http://arxiv.org/abs/2509.15596v2","arXiv","OL","","http://arxiv.org/abs/2509.15596v2","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"Temporal Reasoning with Large Language Models Augmented by Evolving Knowledge Graphs","Large language models (LLMs) excel at many language understanding tasks but struggle to reason over knowledge that evolves. To address this, recent work has explored augmenting LLMs with knowledge graphs (KGs) to provide structured, up-to-date information. However, many existing approaches assume a static snapshot of the KG and overlook the temporal dynamics and factual inconsistencies inherent in real-world data. To address the challenge of reasoning over temporally shifting knowledge, we propose EvoReasoner, a temporal-aware multi-hop reasoning algorithm that performs global-local entity grounding, multi-route decomposition, and temporally grounded scoring. To ensure that the underlying KG remains accurate and up-to-date, we introduce EvoKG, a noise-tolerant KG evolution module that incrementally updates the KG from unstructured documents through confidence-based contradiction resolution and temporal trend tracking. We evaluate our approach on temporal QA benchmarks and a novel end-to-end setting where the KG is dynamically updated from raw documents. Our method outperforms both prompting-based and KG-enhanced baselines, effectively narrowing the gap between small and large LLMs on dynamic question answering. Notably, an 8B-parameter model using our approach matches the performance of a 671B model prompted seven months later. These results highlight the importance of combining temporal reasoning with KG evolution for robust and up-to-date LLM performance. Our code is publicly available at github.com/junhongmit/TREK.","Junhong Lin; Song Wang; Xiaojie Guo; Julian Shun; Yada Zhu","2025","arXiv","https://arxiv.org/abs/2509.15464","http://arxiv.org/pdf/2509.15464v1","arxiv:id","http://arxiv.org/abs/2509.15464v1","arXiv","OL","","http://arxiv.org/abs/2509.15464v1","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"TextMine: Data, Evaluation Framework and Ontology-guided LLM Pipeline for Humanitarian Mine Action","Humanitarian Mine Action (HMA) addresses the challenge of detecting and removing landmines from conflict regions. Much of the life-saving operational knowledge produced by HMA agencies is buried in unstructured reports, limiting the transferability of information between agencies. To address this issue, we propose TextMine: the first dataset, evaluation framework and ontology-guided large language model (LLM) pipeline for knowledge extraction in the HMA domain. TextMine structures HMA reports into (subject, relation, object)-triples, thus creating domain-specific knowledge. To ensure real-world relevance, we created the dataset in collaboration with Cambodian Mine Action Center (CMAC). We further introduce a bias-aware evaluation framework that combines human-annotated triples with an LLM-as-Judge protocol to mitigate position bias in reference-free scoring. Our experiments show that ontology-aligned prompts improve extraction accuracy by up to 44.2%, reduce hallucinations by 22.5%, and enhance format adherence by 20.9% compared to baseline models. We publicly release the dataset and code.","Chenyue Zhou; Gürkan Solmaz; Flavio Cirillo; Kiril Gashteovski; Jonathan Fürst","2025","arXiv","https://arxiv.org/abs/2509.15098","http://arxiv.org/pdf/2509.15098v2","arxiv:id","http://arxiv.org/abs/2509.15098v2","arXiv","OL","","http://arxiv.org/abs/2509.15098v2","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"GEM-Bench: A Benchmark for Ad-Injected Response Generation within Generative Engine Marketing","Generative Engine Marketing (GEM) is an emerging ecosystem for monetizing generative engines, such as LLM-based chatbots, by seamlessly integrating relevant advertisements into their responses. At the core of GEM lies the generation and evaluation of ad-injected responses. However, existing benchmarks are not specifically designed for this purpose, which limits future research. To address this gap, we propose GEM-Bench, the first comprehensive benchmark for ad-injected response generation in GEM. GEM-Bench includes three curated datasets covering both chatbot and search scenarios, a metric ontology that captures multiple dimensions of user satisfaction and engagement, and several baseline solutions implemented within an extensible multi-agent framework. Our preliminary results indicate that, while simple prompt-based methods achieve reasonable engagement such as click-through rate, they often reduce user satisfaction. In contrast, approaches that insert ads based on pre-generated ad-free responses help mitigate this issue but introduce additional overhead. These findings highlight the need for future research on designing more effective and efficient solutions for generating ad-injected responses in GEM. The benchmark and all related resources are publicly available at https://gem-bench.org/.","Silan Hu; Shiqi Zhang; Yimin Shi; Xiaokui Xiao","2025","arXiv","https://arxiv.org/abs/2509.14221","http://arxiv.org/pdf/2509.14221v2","arxiv:id","http://arxiv.org/abs/2509.14221v2","arXiv","OL","","http://arxiv.org/abs/2509.14221v2","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"Characterizing Knowledge Graph Tasks in LLM Benchmarks Using Cognitive Complexity Frameworks","Large Language Models (LLMs) are increasingly used for tasks involving Knowledge Graphs (KGs), whose evaluation typically focuses on accuracy and output correctness. We propose a complementary task characterization approach using three complexity frameworks from cognitive psychology. Applying this to the LLM-KG-Bench framework, we highlight value distributions, identify underrepresented demands and motivate richer interpretation and diversity for benchmark evaluation tasks.","Sara Todorovikj; Lars-Peter Meyer; Michael Martin","2025","arXiv","https://arxiv.org/abs/2509.19347","http://arxiv.org/pdf/2509.19347v1","arxiv:id","http://arxiv.org/abs/2509.19347v1","arXiv","OL","","http://arxiv.org/abs/2509.19347v1","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"Knowledge Graph Tokenization for Behavior-Aware Generative Next POI Recommendation","Generative paradigm, especially powered by Large Language Models (LLMs), has emerged as a new solution to the next point-of-interest (POI) recommendation. Pioneering studies usually adopt a two-stage pipeline, starting with a tokenizer converting POIs into discrete identifiers that can be processed by LLMs, followed by POI behavior prediction tasks to instruction-tune LLM for next POI recommendation. Despite of remarkable progress, they still face two limitations: (1) existing tokenizers struggle to encode heterogeneous signals in the recommendation data, suffering from information loss issue, and (2) previous instruction-tuning tasks only focus on users' POI visit behavior while ignore other behavior types, resulting in insufficient understanding of mobility. To address these limitations, we propose KGTB (Knowledge Graph Tokenization for Behavior-aware generative next POI recommendation). Specifically, KGTB organizes the recommendation data in a knowledge graph (KG) format, of which the structure can seamlessly preserve the heterogeneous information. Then, a KG-based tokenizer is developed to quantize each node into an individual structural ID. This process is supervised by the KG's structure, thus reducing the loss of heterogeneous information. Using generated IDs, KGTB proposes multi-behavior learning that introduces multiple behavior-specific prediction tasks for LLM fine-tuning, e.g., POI, category, and region visit behaviors. Learning on these behavior tasks provides LLMs with comprehensive insights on the target POI visit behavior. Experiments on four real-world city datasets demonstrate the superior performance of KGTB.","Ke Sun; Mayi Xu","2025","arXiv","https://arxiv.org/abs/2509.12350","http://arxiv.org/pdf/2509.12350v1","arxiv:id","http://arxiv.org/abs/2509.12350v1","arXiv","OL","","http://arxiv.org/abs/2509.12350v1","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"Cognitive-Level Adaptive Generation via Capability-Aware Retrieval and Style Adaptation","Large Language Models (LLMs) have demonstrated strong performance in open-ended generation tasks. However, they often struggle to adapt content to users with differing cognitive capacities, leading to a phenomenon we term cognitive misalignment. This issue arises in two forms: knowledge-level misalignment, where content is too complex or too simplistic relative to user understanding, and presentation-style misalignment, where the structure or tone hinders effective comprehension. To address these challenges, we propose the Cognitive-Level Alignment Framework (CLAF), a general-purpose generation framework that aligns both knowledge complexity and presentation style with user cognition. CLAF integrates a capability-aware retrieval module based on a hierarchical knowledge graph and a style optimization module guided by Bloom's taxonomy and preference learning. Additionally, a knowledge-controllable generation component ensures consistency and relevance throughout the output. To support training and evaluation, we construct SCALE, a cognitively annotated dataset containing responses at multiple comprehension levels per query. Empirical results show that CLAF enhances the adaptability and informativeness of LLM outputs across a range of user profiles, offering a robust solution to cognitive-level alignment in real-world applications.","Qingsong Wang; Tao Wu; Wang Lin; Yueying Feng; Gongsheng Yuan; Chang Yao; Jingyuan Chen","2025","arXiv","https://arxiv.org/abs/2509.19336","http://arxiv.org/pdf/2509.19336v1","arxiv:id","http://arxiv.org/abs/2509.19336v1","arXiv","OL","","http://arxiv.org/abs/2509.19336v1","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"AssemMate: Graph-Based LLM for Robotic Assembly Assistance","Large Language Model (LLM)-based robotic assembly assistance has gained significant research attention. It requires the injection of domain-specific knowledge to guide the assembly process through natural language interaction with humans. Despite some progress, existing methods represent knowledge in the form of natural language text. Due to the long context and redundant content, they struggle to meet the robots' requirements for real-time and precise reasoning. In order to bridge this gap, we present AssemMate, which utilizes the graph\\textemdash a concise and accurate form of knowledge representation\\textemdash as input. This graph-based LLM enables knowledge graph question answering (KGQA), supporting human-robot interaction and assembly task planning for specific products. Beyond interactive QA, AssemMate also supports sensing stacked scenes and executing grasping to assist with assembly. Specifically, a self-supervised Graph Convolutional Network (GCN) encodes knowledge graph entities and relations into a latent space and aligns them with LLM's representation, enabling the LLM to understand graph information. In addition, a vision-enhanced strategy is employed to address stacked scenes in grasping. Through training and evaluation, AssemMate outperforms existing methods, achieving 6.4\\% higher accuracy, 3 times faster inference, and 28 times shorter context length, while demonstrating strong generalization ability on random graphs. And our approach further demonstrates superiority through robotic grasping experiments in both simulated and real-world settings. More details can be found on the project page: https://github.com/cristina304/AssemMate.git","Qi Zheng; Chaoran Zhang; Zijian Liang; EnTe Lin; Shubo Cui; Qinghongbing Xie; Zhaobo Xu; Long Zeng","2025","arXiv","https://arxiv.org/abs/2509.11617","http://arxiv.org/pdf/2509.11617v1","arxiv:id","http://arxiv.org/abs/2509.11617v1","arXiv","OL","","http://arxiv.org/abs/2509.11617v1","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"Graph-Enhanced Retrieval-Augmented Question Answering for E-Commerce Customer Support","E-Commerce customer support requires quick and accurate answers grounded in product data and past support cases. This paper develops a novel retrieval-augmented generation (RAG) framework that uses knowledge graphs (KGs) to improve the relevance of the answer and the factual grounding. We examine recent advances in knowledge-augmented RAG and chatbots based on large language models (LLM) in customer support, including Microsoft's GraphRAG and hybrid retrieval architectures. We then propose a new answer synthesis algorithm that combines structured subgraphs from a domain-specific KG with text documents retrieved from support archives, producing more coherent and grounded responses. We detail the architecture and knowledge flow of our system, provide comprehensive experimental evaluation, and justify its design in real-time support settings. Our implementation demonstrates 23\\% improvement in factual accuracy and 89\\% user satisfaction in e-Commerce QA scenarios.","Piyushkumar Patel","2025","arXiv","https://arxiv.org/abs/2509.14267","http://arxiv.org/pdf/2509.14267v1","arxiv:id","http://arxiv.org/abs/2509.14267v1","arXiv","OL","","http://arxiv.org/abs/2509.14267v1","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
